snowgrid,location,date_detected,snow_depth_cm,Observer,Comments
Agnes,A10_4,3/8/2021 11:00,95,LGH,
Agnes,A10_4,3/9/2021 11:00,90,LGH,
Agnes,A10_4,3/10/2021 11:00,90,LGH,
Agnes,A10_4,3/11/2021 11:00,87,LGH,
Agnes,A10_4,3/12/2021 11:00,87,LGH,
Agnes,A10_4,3/13/2021 11:00,87,LGH,
Agnes,A10_4,3/14/2021 11:00,87,LGH,
Agnes,A10_4,3/15/2021 11:00,88,LGH,
Agnes,A10_4,3/16/2021 11:00,87,LGH,
Agnes,A10_4,3/17/2021 11:00,87,LGH,
Agnes,A10_4,3/18/2021 11:00,87,LGH,
Agnes,A10_4,3/19/2021 11:00,89,LGH,
Agnes,A10_4,3/20/2021 11:00,89,LGH,
Agnes,A10_4,3/21/2021 11:00,90,LGH,
Agnes,A10_4,3/22/2021 11:00,90,LGH,
Agnes,A10_4,3/23/2021 11:00,89,LGH,
Agnes,A10_4,3/24/2021 11:00,89,LGH,
Agnes,A10_4,3/25/2021 11:00,89,LGH,
Agnes,A10_4,3/26/2021 11:00,87,LGH,
Agnes,A10_4,3/27/2021 11:00,93,LGH,
Agnes,A10_4,3/28/2021 11:00,95,LGH,
Agnes,A10_4,3/29/2021 11:00,90,LGH,
Agnes,A10_4,3/30/2021 11:00,88,LGH,
Agnes,A10_4,3/31/2021 11:00,85,LGH,
Agnes,A10_4,4/1/2021 11:00,89,LGH,
Agnes,A10_4,4/2/2021 11:00,91,LGH,
Agnes,A10_4,4/3/2021 11:00,89,LGH,
Agnes,A10_4,4/4/2021 11:00,89,LGH,
Agnes,A10_4,4/5/2021 11:00,90,LGH,
Agnes,A10_4,4/6/2021 11:00,122,LGH,higher than stake so estimated
Agnes,A10_4,4/7/2021 11:00,112,LGH,higher than stake so estimated
Agnes,A10_4,4/8/2021 11:00,108,LGH,higher than stake so estimated
Agnes,A10_4,4/9/2021 11:00,115,LGH,
Agnes,A10_4,4/10/2021 11:00,112,LGH,
Agnes,A10_4,4/11/2021 11:00,110,LGH,
Agnes,A10_4,4/12/2021 11:00,107,LGH,
Agnes,A10_4,4/13/2021 11:00,97,LGH,
Agnes,A10_4,4/14/2021 11:00,95,LGH,
Agnes,A10_4,4/15/2021 11:00,82,LGH,
Agnes,A10_4,4/16/2021 11:00,75,LGH,
Agnes,A10_4,4/17/2021 11:00,68,LGH,
Agnes,A10_4,4/18/2021 11:00,58,LGH,
Agnes,A10_4,4/19/2021 11:00,55,LGH,
Agnes,A10_4,4/20/2021 11:00,52,LGH,
Agnes,A10_4,4/21/2021 11:00,48,LGH,
Agnes,A10_4,4/22/2021 11:00,47,LGH,
Agnes,A10_4,4/23/2021 11:00,46,LGH,
Agnes,A10_4,4/24/2021 11:00,44,LGH,
Agnes,A10_4,4/25/2021 11:00,42,LGH,
Agnes,A10_4,4/26/2021 11:00,40,LGH,
Agnes,A10_4,4/27/2021 11:00,37,LGH,
Agnes,A10_4,4/28/2021 11:00,37,LGH,
Agnes,A10_4,4/29/2021 11:00,37,LGH,
Agnes,A10_4,4/30/2021 11:00,35,LGH,
Agnes,A10_4,10/1/2021 11:00,7,LGH,
Agnes,A10_4,10/2/2021 11:00,5,LGH,
Agnes,A10_4,10/3/2021 11:00,7,LGH,
Agnes,A10_4,10/4/2021 11:00,7,LGH,
Agnes,A10_4,10/5/2021 11:00,7,LGH,
Agnes,A10_4,10/6/2021 11:00,7,LGH,
Agnes,A10_4,10/7/2021 11:00,7,LGH,
Agnes,A10_4,10/8/2021 11:00,5,LGH,
Agnes,A10_4,10/9/2021 11:00,5,LGH,
Agnes,A10_4,10/10/2021 11:00,5,LGH,
Agnes,A10_4,10/11/2021 11:00,5,LGH,
Agnes,A10_4,10/12/2021 11:00,17,LGH,
Agnes,A10_4,10/13/2021 11:00,15,LGH,
Agnes,A10_4,10/14/2021 11:00,13,LGH,
Agnes,A10_4,10/15/2021 11:00,13,LGH,
Agnes,A10_4,10/16/2021 11:00,12,LGH,
Agnes,A10_4,10/17/2021 11:00,11,LGH,
Agnes,A10_4,10/18/2021 11:00,10,LGH,
Agnes,A10_4,10/19/2021 11:00,10,LGH,
Agnes,A10_4,10/20/2021 11:00,11,LGH,
Agnes,A10_4,10/21/2021 11:00,11,LGH,
Agnes,A10_4,10/22/2021 11:00,11,LGH,
Agnes,A10_4,10/23/2021 11:00,9,LGH,
Agnes,A10_4,10/24/2021 11:00,9,LGH,
Agnes,A10_4,10/25/2021 11:00,9,LGH,
Agnes,A10_4,10/26/2021 11:00,9,LGH,
Agnes,A10_4,10/27/2021 11:00,9,LGH,
Agnes,A10_4,10/28/2021 11:00,9,LGH,
Agnes,A10_4,10/29/2021 11:00,9,LGH,
Agnes,A10_4,10/30/2021 11:00,9,LGH,
Agnes,A10_4,10/31/2021 11:00,9,LGH,
Agnes,A10_4,11/1/2021 11:00,9,LGH,
Agnes,A10_4,11/2/2021 11:00,9,LGH,
Agnes,A10_4,11/3/2021 11:00,9,LGH,
Agnes,A10_4,11/4/2021 11:00,9,LGH,
Agnes,A10_4,11/5/2021 11:00,9,LGH,
Agnes,A10_4,11/6/2021 11:00,9,LGH,
Agnes,A10_4,11/7/2021 11:00,9,LGH,
Agnes,A10_4,11/8/2021 11:00,9,LGH,
Agnes,A10_4,11/9/2021 11:00,10,LGH,
Agnes,A10_4,11/10/2021 11:00,11,LGH,
Agnes,A10_4,11/11/2021 11:00,11,LGH,
Agnes,A10_4,11/12/2021 11:00,12,LGH,
Agnes,A10_4,11/13/2021 11:00,12,LGH,
Agnes,A10_4,11/14/2021 11:00,12,LGH,
Agnes,A10_4,11/15/2021 11:00,12,LGH,
Agnes,A10_4,11/16/2021 11:00,12,LGH,
Agnes,A10_4,11/17/2021 11:00,21,LGH,
Agnes,A10_4,11/18/2021 11:00,20,LGH,
Agnes,A10_4,11/19/2021 11:00,19,LGH,
Agnes,A10_4,11/20/2021 11:00,19,LGH,
Agnes,A10_4,11/21/2021 11:00,21,LGH,
